Date/Hour (PST),Year,Month,Day,Hour Beginning,Hour Ending,PG&E Hourly Load,PG&E Hourly PV Generation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 0:00,2027,1,1,0,1," 11,189 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 1:00,2027,1,1,1,2," 10,763 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 2:00,2027,1,1,2,3," 10,556 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 3:00,2027,1,1,3,4," 10,373 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 4:00,2027,1,1,4,5," 10,334 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 5:00,2027,1,1,5,6," 10,409 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 6:00,2027,1,1,6,7," 10,640 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 7:00,2027,1,1,7,8," 10,744 ",50.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 8:00,2027,1,1,8,9," 10,972 ",778.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 9:00,2027,1,1,9,10," 11,227 ",1794.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 10:00,2027,1,1,10,11," 11,368 ",2514.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 11:00,2027,1,1,11,12," 11,347 ",3045.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 12:00,2027,1,1,12,13," 11,235 ",3277.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 13:00,2027,1,1,13,14," 11,119 ",3140.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 14:00,2027,1,1,14,15," 11,037 ",2558.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 15:00,2027,1,1,15,16," 11,136 ",1534.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 16:00,2027,1,1,16,17," 11,722 ",233.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 17:00,2027,1,1,17,18," 13,488 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 18:00,2027,1,1,18,19," 13,943 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 19:00,2027,1,1,19,20," 13,749 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 20:00,2027,1,1,20,21," 13,429 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 21:00,2027,1,1,21,22," 12,860 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 22:00,2027,1,1,22,23," 12,136 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2027 23:00,2027,1,1,23,24," 11,162 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 0:00,2027,1,2,0,1," 11,307 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 1:00,2027,1,2,1,2," 10,858 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 2:00,2027,1,2,2,3," 10,672 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 3:00,2027,1,2,3,4," 10,619 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 4:00,2027,1,2,4,5," 10,653 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 5:00,2027,1,2,5,6," 10,840 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 6:00,2027,1,2,6,7," 11,426 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 7:00,2027,1,2,7,8," 12,001 ",50.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 8:00,2027,1,2,8,9," 12,248 ",778.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 9:00,2027,1,2,9,10," 12,604 ",1794.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 10:00,2027,1,2,10,11," 12,651 ",2514.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 11:00,2027,1,2,11,12," 12,547 ",3045.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 12:00,2027,1,2,12,13," 12,400 ",3277.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 13:00,2027,1,2,13,14," 12,205 ",3140.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 14:00,2027,1,2,14,15," 12,083 ",2558.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 15:00,2027,1,2,15,16," 12,151 ",1534.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 16:00,2027,1,2,16,17," 12,517 ",233.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 17:00,2027,1,2,17,18," 14,054 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 18:00,2027,1,2,18,19," 14,354 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 19:00,2027,1,2,19,20," 14,142 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 20:00,2027,1,2,20,21," 13,802 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 21:00,2027,1,2,21,22," 13,309 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 22:00,2027,1,2,22,23," 12,371 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2027 23:00,2027,1,2,23,24," 11,546 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 0:00,2027,1,3,0,1," 10,949 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 1:00,2027,1,3,1,2," 10,666 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 2:00,2027,1,3,2,3," 10,483 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 3:00,2027,1,3,3,4," 10,424 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 4:00,2027,1,3,4,5," 10,467 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 5:00,2027,1,3,5,6," 10,643 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 6:00,2027,1,3,6,7," 10,966 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 7:00,2027,1,3,7,8," 11,317 ",50.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 8:00,2027,1,3,8,9," 11,761 ",778.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 9:00,2027,1,3,9,10," 12,078 ",1794.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 10:00,2027,1,3,10,11," 12,093 ",2514.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 11:00,2027,1,3,11,12," 12,033 ",3045.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 12:00,2027,1,3,12,13," 11,928 ",3277.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 13:00,2027,1,3,13,14," 11,805 ",3140.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 14:00,2027,1,3,14,15," 11,688 ",2558.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 15:00,2027,1,3,15,16," 11,818 ",1534.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 16:00,2027,1,3,16,17," 12,230 ",233.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 17:00,2027,1,3,17,18," 13,954 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 18:00,2027,1,3,18,19," 14,444 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 19:00,2027,1,3,19,20," 14,294 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 20:00,2027,1,3,20,21," 14,005 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 21:00,2027,1,3,21,22," 13,233 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 22:00,2027,1,3,22,23," 12,236 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2027 23:00,2027,1,3,23,24," 11,261 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 0:00,2027,1,4,0,1," 10,644 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 1:00,2027,1,4,1,2," 10,349 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 2:00,2027,1,4,2,3," 10,204 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 3:00,2027,1,4,3,4," 10,171 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 4:00,2027,1,4,4,5," 10,299 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 5:00,2027,1,4,5,6," 10,588 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 6:00,2027,1,4,6,7," 11,057 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 7:00,2027,1,4,7,8," 11,630 ",50.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 8:00,2027,1,4,8,9," 12,216 ",778.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 9:00,2027,1,4,9,10," 12,737 ",1794.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 10:00,2027,1,4,10,11," 13,207 ",2514.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 11:00,2027,1,4,11,12," 13,185 ",3045.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 12:00,2027,1,4,12,13," 12,912 ",3277.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 13:00,2027,1,4,13,14," 12,696 ",3140.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 14:00,2027,1,4,14,15," 12,606 ",2558.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 15:00,2027,1,4,15,16," 12,660 ",1534.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 16:00,2027,1,4,16,17," 13,227 ",233.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 17:00,2027,1,4,17,18," 14,719 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 18:00,2027,1,4,18,19," 15,126 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 19:00,2027,1,4,19,20," 14,844 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 20:00,2027,1,4,20,21," 14,457 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 21:00,2027,1,4,21,22," 13,840 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 22:00,2027,1,4,22,23," 12,622 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2027 23:00,2027,1,4,23,24," 11,436 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 0:00,2027,1,5,0,1," 10,751 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 1:00,2027,1,5,1,2," 10,528 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 2:00,2027,1,5,2,3," 10,367 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 3:00,2027,1,5,3,4," 10,353 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 4:00,2027,1,5,4,5," 10,569 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 5:00,2027,1,5,5,6," 11,126 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 6:00,2027,1,5,6,7," 12,513 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 7:00,2027,1,5,7,8," 13,643 ",50.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 8:00,2027,1,5,8,9," 13,939 ",778.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 9:00,2027,1,5,9,10," 14,063 ",1794.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 10:00,2027,1,5,10,11," 14,114 ",2514.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 11:00,2027,1,5,11,12," 13,997 ",3045.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 12:00,2027,1,5,12,13," 13,749 ",3277.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 13:00,2027,1,5,13,14," 13,614 ",3140.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 14:00,2027,1,5,14,15," 13,438 ",2558.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 15:00,2027,1,5,15,16," 13,310 ",1534.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 16:00,2027,1,5,16,17," 13,688 ",233.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 17:00,2027,1,5,17,18," 15,175 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 18:00,2027,1,5,18,19," 15,640 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 19:00,2027,1,5,19,20," 15,324 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 20:00,2027,1,5,20,21," 14,798 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 21:00,2027,1,5,21,22," 14,136 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 22:00,2027,1,5,22,23," 13,049 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2027 23:00,2027,1,5,23,24," 11,907 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 0:00,2027,1,6,0,1," 11,097 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 1:00,2027,1,6,1,2," 10,748 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 2:00,2027,1,6,2,3," 10,628 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 3:00,2027,1,6,3,4," 10,607 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 4:00,2027,1,6,4,5," 10,784 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 5:00,2027,1,6,5,6," 11,542 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 6:00,2027,1,6,6,7," 12,839 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 7:00,2027,1,6,7,8," 13,900 ",50.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 8:00,2027,1,6,8,9," 14,076 ",778.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 9:00,2027,1,6,9,10," 14,034 ",1794.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 10:00,2027,1,6,10,11," 13,985 ",2514.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 11:00,2027,1,6,11,12," 13,871 ",3045.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 12:00,2027,1,6,12,13," 13,698 ",3277.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 13:00,2027,1,6,13,14," 13,613 ",3140.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 14:00,2027,1,6,14,15," 13,557 ",2558.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 15:00,2027,1,6,15,16," 13,521 ",1534.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 16:00,2027,1,6,16,17," 13,921 ",233.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 17:00,2027,1,6,17,18," 15,254 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 18:00,2027,1,6,18,19," 15,604 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 19:00,2027,1,6,19,20," 15,273 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 20:00,2027,1,6,20,21," 14,746 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 21:00,2027,1,6,21,22," 14,090 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 22:00,2027,1,6,22,23," 12,852 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2027 23:00,2027,1,6,23,24," 11,797 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 0:00,2027,1,7,0,1," 11,109 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 1:00,2027,1,7,1,2," 10,720 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 2:00,2027,1,7,2,3," 10,583 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 3:00,2027,1,7,3,4," 10,599 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 4:00,2027,1,7,4,5," 10,824 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 5:00,2027,1,7,5,6," 11,524 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 6:00,2027,1,7,6,7," 12,961 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 7:00,2027,1,7,7,8," 13,861 ",50.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 8:00,2027,1,7,8,9," 14,040 ",778.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 9:00,2027,1,7,9,10," 14,004 ",1794.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 10:00,2027,1,7,10,11," 13,915 ",2514.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 11:00,2027,1,7,11,12," 13,830 ",3045.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 12:00,2027,1,7,12,13," 13,642 ",3277.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 13:00,2027,1,7,13,14," 13,560 ",3140.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 14:00,2027,1,7,14,15," 13,432 ",2558.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 15:00,2027,1,7,15,16," 13,418 ",1534.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 16:00,2027,1,7,16,17," 13,739 ",233.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 17:00,2027,1,7,17,18," 15,009 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 18:00,2027,1,7,18,19," 15,445 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 19:00,2027,1,7,19,20," 15,130 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 20:00,2027,1,7,20,21," 14,681 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 21:00,2027,1,7,21,22," 14,087 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 22:00,2027,1,7,22,23," 12,866 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2027 23:00,2027,1,7,23,24," 11,851 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 0:00,2027,1,8,0,1," 11,077 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 1:00,2027,1,8,1,2," 10,752 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 2:00,2027,1,8,2,3," 10,626 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 3:00,2027,1,8,3,4," 10,623 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 4:00,2027,1,8,4,5," 10,791 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 5:00,2027,1,8,5,6," 11,509 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 6:00,2027,1,8,6,7," 12,893 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 7:00,2027,1,8,7,8," 14,012 ",65.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 8:00,2027,1,8,8,9," 14,184 ",993.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 9:00,2027,1,8,9,10," 14,130 ",2258.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 10:00,2027,1,8,10,11," 14,082 ",3142.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 11:00,2027,1,8,11,12," 13,867 ",3692.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 12:00,2027,1,8,12,13," 13,595 ",3868.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 13:00,2027,1,8,13,14," 13,475 ",3608.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 14:00,2027,1,8,14,15," 13,312 ",2931.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 15:00,2027,1,8,15,16," 13,245 ",1801.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 16:00,2027,1,8,16,17," 13,586 ",477.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 17:00,2027,1,8,17,18," 14,848 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 18:00,2027,1,8,18,19," 15,176 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 19:00,2027,1,8,19,20," 14,789 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 20:00,2027,1,8,20,21," 14,450 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 21:00,2027,1,8,21,22," 13,902 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 22:00,2027,1,8,22,23," 12,944 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2027 23:00,2027,1,8,23,24," 12,112 ",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
